Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es.
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-0.75962,0.48135,0.37413,0.40394,0.33975,0.38585,0.66209,0.66898,0.81718,1.99518,1.6837,1.40308,1.07271,0.84069,0.85732,0.90258,0.85023,0.8351,0.65569,0.94904,0.91063,1.2512,1.25478,0.96473,0.92756,0.98051,0.84707,0.71136,0.64933,0.58152,0.51887,0.421,0.44676,0.17863,0.14977,0.18714,0.05918,-0.12759,-0.08243,0.00458,-0.0821,-0.10569,-0.09516,-0.02742,-0.04367,-0.28983,-0.43701,-0.59557
-0.39738,-0.84901,0.03443,-0.00204,0.02323,0.00285,0.05009,0.31183,0.35286,0.53829,1.76982,1.47876,1.20861,0.86854,0.64721,0.66935,0.70492,0.65452,0.64424,0.47102,0.76083,0.72903,1.07922,1.08923,0.82123,0.79203,0.8436,0.7144,0.58154,0.51988,0.45412,0.39252,0.29826,0.32173,0.06275,0.03273,0.07251,-0.04814,-0.23256,-0.19054,-0.10534,-0.19109,-0.21404,-0.20357,-0.13659,-0.15484,-0.38859,-0.53131
-0.40472,-0.60962,-0.91375,-0.23141,-0.24877,-0.22846,-0.24629,-0.20068,0.03331,0.09053,0.31033,1.651,1.33607,1.05378,0.71657,0.50481,0.53445,0.56838,0.52436,0.51888,0.34604,0.63377,0.61217,0.97166,0.9876,0.72186,0.69763,0.7546,0.62394,0.49066,0.4282,0.36339,0.30032,0.20707,0.23384,-0.02895,-0.06178,-0.02,-0.13957,-0.32119,-0.27961,-0.19279,-0.27813,-0.29987,-0.28857,-0.21918,-0.23602,-0.46701
-1.06443,-1.08059,-1.09282,-1.20672,-0.66922,-0.66965,-0.64236,-0.66215,-0.60966,-0.394,-0.32559,-0.09979,1.27164,0.95217,0.7243,0.3904,0.19857,0.23853,0.26921,0.23053,0.23461,0.06061,0.35163,0.34104,0.72253,0.74367,0.49467,0.47305,0.53767,0.41429,0.28443,0.21946,0.15635,0.09477,0.00197,0.0324,-0.21936,-0.25586,-0.20399,-0.31909,-0.49377,-0.4499,-0.36346,-0.45059,-0.47046,-0.45504,-0.38095,-0.39568
-0.04969,-0.96952,-1.03154,-1.04054,-1.14562,-0.65711,-0.66034,-0.63676,-0.64845,-0.60332,-0.40607,-0.3462,-0.14649,1.15618,0.85098,0.64025,0.32436,0.14904,0.18807,0.22011,0.18669,0.19288,0.03314,0.30778,0.2973,0.65783,0.67661,0.44698,0.43174,0.49626,0.37892,0.2533,0.19106,0.12903,0.07029,-0.02077,0.00541,-0.2303,-0.26725,-0.21742,-0.32919,-0.50079,-0.45777,-0.37265,-0.45754,-0.47717,-0.46316,-0.38844
1.36649,0.7683,-0.23198,-0.48729,-0.62868,-0.82386,-0.36963,-0.38922,-0.36516,-0.37464,-0.33334,-0.14521,-0.10404,0.07965,1.31218,1.03027,0.8025,0.50193,0.3252,0.35818,0.39042,0.35736,0.36061,0.20533,0.47017,0.45508,0.79863,0.82019,0.59031,0.57179,0.63016,0.51357,0.38911,0.32749,0.26536,0.20688,0.11438,0.13852,-0.09824,-0.13693,-0.09063,-0.20412,-0.37674,-0.33374,-0.25239,-0.33732,-0.35751,-0.34509
1.46115,1.57987,1.11603,0.18412,-0.11171,-0.31946,-0.56772,-0.13463,-0.16065,-0.13834,-0.1472,-0.10826,0.07399,0.10137,0.26614,1.43592,1.1708,0.93525,0.64415,0.46386,0.49299,0.52477,0.49164,0.49215,0.34068,0.59611,0.57829,0.90567,0.92926,0.70001,0.6786,0.73321,0.61654,0.49262,0.43378,0.37246,0.31456,0.22105,0.24501,0.00649,-0.03284,0.00948,-0.10484,-0.27953,-0.23786,-0.15865,-0.2425,-0.26385
1.44931,1.71074,1.76078,1.35099,0.56336,0.27439,0.00982,-0.2766,0.12243,0.09406,0.11471,0.10089,0.13283,0.30285,0.31307,0.46119,1.54962,1.30224,1.06546,0.78897,0.61325,0.63755,0.66848,0.63401,0.63154,0.48657,0.72717,0.70791,1.01587,1.03683,0.81543,0.79488,0.84286,0.72923,0.6088,0.55342,0.49279,0.43489,0.34192,0.36502,0.12643,0.08878,0.12676,0.01264,-0.16156,-0.12199,-0.04537,-0.12808
-1.34295,0.22847,0.73911,1.09854,0.85649,0.20819,-0.02123,-0.23426,-0.48924,-0.07977,-0.10221,-0.08215,-0.10097,-0.06766,0.10008,0.11151,0.25758,1.36972,1.10549,0.89353,0.62498,0.45439,0.48169,0.51274,0.47806,0.47968,0.33687,0.5796,0.56365,0.87316,0.89427,0.68267,0.66663,0.71976,0.60859,0.48984,0.43546,0.37642,0.32013,0.23128,0.2533,0.02261,-0.01307,0.03003,-0.08088,-0.25079,-0.21228,-0.13625
0.76559,-0.37,0.41749,0.80574,1.0878,0.88516,0.29478,0.08928,-0.12169,-0.38095,0.01942,-0.00685,0.01055,-0.0078,0.01839,0.17831,0.18421,0.3169,1.38366,1.13305,0.92434,0.6688,0.50372,0.52848,0.5567,0.52223,0.52211,0.38288,0.61592,0.59875,0.90305,0.92614,0.7199,0.70556,0.75629,0.64708,0.53006,0.47471,0.41557,0.36037,0.27195,0.29407,0.06712,0.03327,0.071,-0.03764,-0.20734,-0.16992
0.90356,0.9367,0.07455,0.61908,0.93785,1.17975,0.98343,0.41619,0.2209,0.00706,-0.24845,0.13419,0.1055,0.11883,0.10224,0.12239,0.276,0.28094,0.40357,1.43925,1.1883,0.97763,0.72735,0.56406,0.58894,0.61882,0.58496,0.58424,0.44685,0.67428,0.65801,0.95633,0.97717,0.77282,0.75997,0.80772,0.6998,0.58511,0.53154,0.47203,0.41688,0.32804,0.34994,0.12436,0.09118,0.12654,0.01702,-0.15362
0.53942,0.79801,0.91097,0.25761,0.69913,0.98595,1.21963,1.03697,0.48921,0.31127,0.09314,-0.13871,0.21894,0.18906,0.1987,0.17525,0.19444,0.34244,0.34741,0.46085,1.4619,1.225,1.01564,0.76361,0.59728,0.62288,0.65376,0.61969,0.61806,0.48292,0.70965,0.6921,0.99038,1.00986,0.80002,0.78453,0.83301,0.72273,0.60851,0.55545,0.49635,0.44203,0.35326,0.3762,0.15324,0.12029,0.15237,0.0436
1.40896,1.31325,1.49247,1.53672,0.93239,1.23645,1.42289,1.54629,1.38437,0.90398,0.6975,0.45831,0.23058,0.54422,0.51304,0.5177,0.48664,0.49934,0.63489,0.63154,0.73682,1.65143,1.43505,1.23119,0.99105,0.8293,0.85123,0.87949,0.84811,0.83952,0.711,0.91754,0.8968,1.1668,1.18576,0.97938,0.95758,0.9979,0.8903,0.78183,0.73478,0.67886,0.62637,0.53976,0.55857,0.33649,0.30663,0.32588
-0.1639,0.70128,0.7406,0.88398,0.9728,0.58379,0.88479,1.11545,1.30283,1.15733,0.70618,0.52857,0.30598,0.08307,0.40024,0.37713,0.37579,0.34671,0.36437,0.49499,0.49409,0.60168,1.51173,1.29981,1.11425,0.88653,0.72828,0.75034,0.77708,0.74524,0.73829,0.61188,0.81606,0.79628,1.0673,1.08807,0.88193,0.87044,0.9122,0.80543,0.69761,0.65084,0.59615,0.54232,0.45552,0.47328,0.25589,0.22786
0.33639,-0.05239,0.55609,0.61934,0.7557,0.84739,0.5174,0.80545,1.03181,1.23218,1.09923,0.67814,0.48796,0.2847,0.07597,0.39345,0.37553,0.37212,0.35013,0.37092,0.4987,0.49088,0.60531,1.51599,1.3078,1.12497,0.89454,0.73369,0.75668,0.78663,0.75538,0.74923,0.62103,0.8296,0.81221,1.07934,1.10143,0.89071,0.87824,0.92036,0.81062,0.70218,0.65587,0.60142,0.54735,0.46073,0.47959,0.26144
0.38113,0.29685,0.0391,0.52163,0.58275,0.69106,0.7879,0.54015,0.79511,1.00195,1.18656,1.08566,0.71531,0.52508,0.33754,0.13778,0.44307,0.4294,0.42481,0.4035,0.4262,0.5456,0.53717,0.65012,1.52014,1.33051,1.14985,0.92677,0.77321,0.797,0.82882,0.80027,0.79497,0.67062,0.87066,0.85409,1.105,1.12492,0.92094,0.9003,0.94025,0.83528,0.72947,0.6826,0.62682,0.57536,0.49169,0.50984
0.22838,0.34299,0.26649,0.04186,0.47862,0.54426,0.64303,0.7229,0.49997,0.73497,0.92487,1.10162,1.01583,0.67446,0.49807,0.32023,0.13468,0.42168,0.40968,0.40816,0.39042,0.41265,0.52489,0.5193,0.62217,1.43532,1.26104,1.10229,0.89565,0.75193,0.77516,0.80369,0.77664,0.77123,0.65277,0.84368,0.8273,1.07065,1.09103,0.89716,0.88258,0.92113,0.81873,0.71568,0.66869,0.61455,0.564,0.48445
-0.20775,-0.02575,0.16678,0.13647,-0.0529,0.37202,0.44147,0.54467,0.62754,0.40138,0.63812,0.83204,1.02062,0.93392,0.5968,0.42345,0.25027,0.07376,0.3599,0.34739,0.34683,0.33116,0.35578,0.46941,0.46539,0.56788,1.38769,1.21499,1.06219,0.85441,0.71007,0.73404,0.76085,0.7316,0.72721,0.60821,0.80002,0.78341,1.03421,1.05248,0.85872,0.84488,0.88383,0.78139,0.6774,0.62933,0.5757,0.52504
-0.5747,-0.52021,-0.26939,-0.02444,-0.01307,-0.16297,0.26043,0.34005,0.44643,0.52902,0.30459,0.54211,0.73548,0.92938,0.84482,0.50972,0.34374,0.17869,0.00465,0.28699,0.27586,0.27623,0.26178,0.28863,0.402,0.40172,0.50438,1.33423,1.16086,1.01034,0.80053,0.65665,0.68173,0.707,0.67727,0.67367,0.5545,0.74814,0.73219,0.98731,1.00583,0.81282,0.7988,0.83888,0.7357,0.63013,0.58095,0.52695
-0.96116,-1.02368,-0.87443,-0.58054,-0.2684,-0.21141,-0.32367,0.09946,0.18438,0.295,0.37414,0.14767,0.38053,0.57083,0.77351,0.69599,0.36837,0.20906,0.05475,-0.10612,0.17549,0.16734,0.17029,0.15543,0.1849,0.29799,0.30151,0.40488,1.23709,1.05852,0.91655,0.71305,0.57249,0.59909,0.62301,0.59296,0.58933,0.4706,0.66339,0.64906,0.90816,0.92495,0.73493,0.72395,0.76612,0.66395,0.55845,0.50856
1.16042,0.44599,0.09032,-0.07884,-0.02961,0.13775,0.15192,-0.013,0.3587,0.42429,0.52074,0.59434,0.37433,0.58396,0.7565,0.93457,0.85361,0.52839,0.38602,0.22003,0.06609,0.32925,0.31761,0.31973,0.3018,0.32708,0.43417,0.43472,0.53096,1.3114,1.14078,1.00397,0.81321,0.67882,0.70098,0.72333,0.69629,0.69191,0.5785,0.76019,0.74412,0.98487,1.00002,0.81598,0.80493,0.84274,0.74503,0.645
0.39092,0.96778,0.41507,0.15002,-0.00632,0.01293,0.14352,0.16673,0.01442,0.37564,0.44581,0.53837,0.60637,0.38976,0.5859,0.7504,0.92128,0.83934,0.52963,0.39464,0.23097,0.08474,0.34108,0.32869,0.32948,0.31112,0.33493,0.43841,0.43768,0.53033,1.30205,1.13581,1.0024,0.81743,0.6851,0.7071,0.72848,0.69975,0.69459,0.58287,0.76126,0.74456,0.98173,0.99578,0.81415,0.80391,0.84049,0.74378
-0.38267,-0.07659,0.6369,0.18818,-0.01484,-0.11612,-0.09221,0.0333,0.06628,-0.06923,0.30034,0.37689,0.47079,0.53679,0.32376,0.5182,0.68228,0.85665,0.77306,0.46559,0.33487,0.17694,0.03346,0.28605,0.2767,0.28013,0.26192,0.28712,0.38985,0.39091,0.4851,1.26237,1.09419,0.96208,0.77971,0.64795,0.67078,0.69263,0.66465,0.65902,0.54709,0.7265,0.71067,0.95034,0.96443,0.78359,0.77183,0.80875
1.63143,1.2118,1.06938,1.30467,0.92978,0.70817,0.54311,0.46975,0.5078,0.51714,0.34117,0.66219,0.71145,0.78862,0.84828,0.64887,0.82369,0.97084,1.12156,1.04292,0.74165,0.61121,0.43149,0.2849,0.52016,0.5083,0.51137,0.4915,0.51115,0.612,0.60748,0.69555,1.44273,1.27878,1.13841,0.95608,0.82315,0.84151,0.8633,0.83845,0.8325,0.72266,0.8958,0.87989,1.10526,1.12131,0.93784,0.92304
0.32601,1.22006,0.97625,0.93856,1.20379,0.88391,0.69265,0.56643,0.51162,0.54664,0.52588,0.355,0.67316,0.72178,0.7989,0.85318,0.65258,0.8231,0.96913,1.12196,1.04729,0.74829,0.6248,0.45045,0.31306,0.5448,0.53544,0.53783,0.51786,0.53546,0.63431,0.62862,0.71349,1.43413,1.27789,1.14113,0.95779,0.82894,0.84502,0.86525,0.84208,0.83696,0.73085,0.89772,0.8822,1.10366,1.12272,0.94477
1.01882,0.83466,1.32258,1.17121,1.16458,1.36676,1.13954,0.9909,0.84947,0.79044,0.79134,0.77668,0.58718,0.85698,0.89497,0.96521,1.01106,0.82682,0.98252,1.1171,1.25297,1.18289,0.89834,0.78874,0.62095,0.49168,0.69854,0.68598,0.6872,0.66811,0.67932,0.76897,0.75957,0.83618,1.51464,1.37019,1.22969,1.06252,0.93489,0.94853,0.96923,0.95025,0.94636,0.84058,1.00329,0.9875,1.19969,1.22272
0.21294,0.7077,0.61536,1.08305,0.96703,0.97789,1.20938,1.00891,0.86857,0.74047,0.70633,0.73191,0.70723,0.5314,0.81339,0.8596,0.93415,0.98077,0.79897,0.95462,1.0893,1.22709,1.16573,0.87464,0.76536,0.60072,0.47261,0.68443,0.67308,0.67732,0.6588,0.67134,0.76255,0.75466,0.83575,1.51916,1.37431,1.23157,1.05893,0.92856,0.94136,0.96321,0.94482,0.94168,0.8348,1.00213,0.98709,1.20366
-0.44601,-0.3539,0.21351,0.22284,0.66699,0.56684,0.59355,0.84072,0.67318,0.56303,0.47188,0.4639,0.51055,0.47717,0.34251,0.62692,0.68951,0.7699,0.81235,0.63818,0.79704,0.92886,1.06972,1.0105,0.73819,0.63283,0.48281,0.35556,0.56939,0.5642,0.57232,0.55303,0.56774,0.65953,0.65141,0.73429,1.40933,1.26568,1.12883,0.95152,0.827,0.84107,0.86084,0.83941,0.83357,0.72931,0.89258,0.87904
2.48758,1.58267,1.32391,1.36091,1.27858,1.54279,1.47822,1.50379,1.66246,1.54581,1.47415,1.35187,1.30468,1.3117,1.28614,1.07835,1.28903,1.30374,1.35427,1.40318,1.26389,1.37164,1.47873,1.58742,1.52924,1.28927,1.20614,1.04944,0.93172,1.09548,1.07834,1.08286,1.07404,1.0807,1.15551,1.14514,1.21387,1.7564,1.64568,1.51375,1.3598,1.24102,1.2459,1.26159,1.25191,1.24535,1.15056,1.28882
1.62452,2.48672,1.81674,1.61345,1.59893,1.54686,1.78009,1.73181,1.7569,1.90053,1.7873,1.72396,1.59624,1.53509,1.5171,1.50273,1.27563,1.47674,1.48285,1.52619,1.57615,1.44502,1.54174,1.64335,1.73827,1.68057,1.44757,1.3727,1.21798,1.10008,1.24691,1.22643,1.22976,1.22349,1.23011,1.30007,1.29001,1.35557,1.87127,1.76929,1.63242,1.48292,1.36399,1.3647,1.38084,1.37414,1.36676,1.27422
-0.16836,1.20647,2.31939,1.72599,1.52797,1.53127,1.49238,1.7271,1.67618,1.70309,1.85152,1.7346,1.66857,1.54473,1.48916,1.47295,1.45598,1.23681,1.44093,1.4538,1.49656,1.54114,1.40762,1.50445,1.60493,1.69436,1.64069,1.4164,1.34397,1.19075,1.07224,1.22303,1.2026,1.20323,1.19538,1.20227,1.27237,1.26294,1.32782,1.85247,1.75173,1.61394,1.46174,1.34305,1.34389,1.35952,1.34995,1.34239
1.94532,1.44348,1.74762,2.49067,1.95422,1.77825,1.74749,1.73934,1.94341,1.90072,1.92682,2.05543,1.95172,1.89261,1.78279,1.7223,1.67619,1.66423,1.4422,1.63094,1.63283,1.66526,1.70623,1.58233,1.66588,1.75869,1.83643,1.78592,1.57453,1.50029,1.35293,1.23982,1.37259,1.34906,1.34984,1.34604,1.35081,1.41525,1.40749,1.46761,1.96343,1.87053,1.72713,1.58616,1.47063,1.46855,1.48322,1.47642
0.24466,1.28681,1.02588,1.43876,2.28344,1.7969,1.66077,1.66906,1.65434,1.84163,1.79629,1.82172,1.9391,1.84139,1.78713,1.70752,1.66373,1.63403,1.59552,1.39633,1.57689,1.58772,1.62101,1.65689,1.53959,1.62226,1.70867,1.78115,1.72951,1.53042,1.45135,1.31174,1.20913,1.33848,1.31728,1.31703,1.31086,1.31606,1.37839,1.36966,1.42714,1.90497,1.80812,1.66861,1.53678,1.429,1.42965,1.44455
0.10989,0.12496,1.0506,0.83933,1.24201,2.12415,1.71241,1.59515,1.62145,1.61287,1.78964,1.74896,1.77114,1.87007,1.77697,1.71944,1.6456,1.60379,1.57828,1.54529,1.3531,1.53228,1.54375,1.57925,1.61143,1.49712,1.57957,1.66475,1.74029,1.69648,1.50088,1.42373,1.28676,1.18864,1.31918,1.29896,1.29769,1.29007,1.29515,1.35641,1.34691,1.39979,1.87441,1.77462,1.64165,1.51079,1.40573,1.40635
1.19319,0.74121,0.56219,1.24321,1.05134,1.37743,2.18147,1.80505,1.68347,1.71344,1.71058,1.87573,1.841,1.87122,1.95701,1.87259,1.81381,1.73635,1.69381,1.65922,1.61767,1.42266,1.59831,1.60604,1.64019,1.67476,1.56571,1.64605,1.73239,1.80335,1.76323,1.56681,1.48797,1.34871,1.25402,1.37952,1.35832,1.35672,1.3542,1.35908,1.41959,1.41146,1.4626,1.92578,1.82832,1.69306,1.56208,1.45968
-2.01008,-0.85736,-0.74116,-0.58267,0.33707,0.2372,0.7684,1.8331,1.45012,1.34711,1.42384,1.40176,1.59641,1.54689,1.5711,1.68569,1.5873,1.51919,1.43587,1.40115,1.38752,1.36628,1.18662,1.38097,1.39859,1.44313,1.47878,1.36206,1.45821,1.55183,1.63302,1.58695,1.37786,1.30111,1.16091,1.06122,1.20848,1.18938,1.18819,1.18125,1.18715,1.2543,1.24126,1.29964,1.80494,1.69747,1.56496,1.42241
-0.99919,-1.72203,-1.20295,-1.14338,-1.00463,-0.20433,-0.24536,0.35692,1.4925,1.1849,1.10558,1.22421,1.19985,1.42182,1.36404,1.38232,1.50577,1.39404,1.32118,1.23959,1.20649,1.1974,1.18549,1.02274,1.22552,1.24987,1.29854,1.33203,1.21154,1.31181,1.40513,1.4871,1.43677,1.23319,1.15932,1.02499,0.92145,1.07316,1.05598,1.05418,1.04513,1.05201,1.11909,1.1064,1.16603,1.68867,1.58184,1.46278
1.16985,0.40071,-0.5118,-0.15089,-0.19931,-0.18483,0.41766,0.33586,0.7723,1.68623,1.40974,1.35071,1.4191,1.39294,1.57882,1.52413,1.54035,1.65353,1.55108,1.49062,1.41208,1.37956,1.3599,1.34751,1.19258,1.37163,1.38562,1.42333,1.45403,1.34699,1.43802,1.52052,1.59921,1.55642,1.36078,1.29421,1.15553,1.06414,1.20347,1.18565,1.18579,1.18191,1.18997,1.25291,1.24164,1.30126,1.80199,1.70197
1.09264,1.24135,0.73578,0.03791,0.28918,0.23411,0.21617,0.72546,0.63608,0.99923,1.82917,1.60637,1.54367,1.56149,1.55189,1.71899,1.66527,1.69401,1.79074,1.68898,1.63829,1.5712,1.54651,1.51308,1.50599,1.35009,1.52357,1.53294,1.56009,1.59239,1.49119,1.57829,1.66222,1.74061,1.70214,1.49362,1.43137,1.28854,1.19426,1.32672,1.3065,1.30704,1.3067,1.31466,1.37719,1.3679,1.42786,1.9136
0.0848,0.59319,0.94536,0.53685,-0.01431,0.18219,0.15844,0.15735,0.60977,0.54707,0.88098,1.67598,1.47932,1.43049,1.46627,1.4698,1.64127,1.58816,1.61658,1.72386,1.61759,1.57233,1.51322,1.48339,1.46092,1.46337,1.30797,1.47206,1.48347,1.51165,1.54237,1.45213,1.54143,1.62188,1.70392,1.66716,1.45465,1.39489,1.25697,1.15615,1.28377,1.26417,1.26363,1.26411,1.26886,1.32718,1.31462,1.37337
-1.67178,-0.81581,-0.07577,0.45924,0.08588,-0.40013,-0.20636,-0.23651,-0.23235,0.19885,0.14332,0.49245,1.34236,1.15251,1.09927,1.1835,1.17562,1.37313,1.3224,1.33518,1.4419,1.33949,1.28711,1.22353,1.20054,1.20177,1.20638,1.07904,1.2538,1.27101,1.30894,1.3384,1.2433,1.33714,1.41773,1.50401,1.47092,1.26421,1.20356,1.07564,0.9847,1.12016,1.10261,1.10099,1.09591,1.10183,1.16305,1.14966
0.0612,-1.21452,-0.76113,-0.12087,0.40313,0.02658,-0.43968,-0.25421,-0.2795,-0.2764,0.1436,0.08946,0.43435,1.30213,1.10648,1.0565,1.14511,1.14126,1.34731,1.29514,1.30487,1.41524,1.31271,1.25852,1.19004,1.16734,1.17327,1.18066,1.0587,1.23414,1.24895,1.28806,1.31658,1.21949,1.31568,1.39543,1.48174,1.44753,1.24585,1.18335,1.05494,0.96445,1.10008,1.082,1.08056,1.07405,1.07977,1.14066
0.86893,0.44591,-0.67991,-0.50451,0.03407,0.49965,0.12627,-0.33013,-0.15075,-0.17671,-0.1736,0.23779,0.18355,0.51264,1.35454,1.15746,1.11155,1.19139,1.18859,1.39185,1.33731,1.34426,1.45204,1.34799,1.29388,1.22385,1.20253,1.2104,1.2211,1.09947,1.27309,1.28673,1.32415,1.34997,1.25313,1.34833,1.42651,1.51343,1.47778,1.27691,1.21715,1.08838,0.99695,1.13095,1.11189,1.10977,1.10268,1.10787
0.26164,0.5991,0.36528,-0.52061,-0.42214,0.07154,0.50474,0.13958,-0.30634,-0.13005,-0.1556,-0.15647,0.23694,0.18371,0.49829,1.33087,1.13077,1.08684,1.17302,1.1709,1.37438,1.31821,1.32129,1.42784,1.3261,1.27163,1.20191,1.18208,1.19214,1.19822,1.0835,1.25676,1.27025,1.3074,1.33243,1.23721,1.33021,1.4067,1.49278,1.45664,1.26405,1.20405,1.07531,0.98819,1.12161,1.1029,1.10022,1.09217
-0.36775,-0.17304,0.12819,0.04677,-0.63942,-0.52488,-0.04287,0.40277,0.05809,-0.37588,-0.19823,-0.22382,-0.22905,0.15093,0.10159,0.40262,1.21605,1.02467,0.9779,1.07694,1.07817,1.28465,1.23168,1.23179,1.33809,1.24062,1.18458,1.11681,1.09747,1.11109,1.11462,1.00672,1.1815,1.19796,1.23674,1.26019,1.1644,1.25572,1.3307,1.41275,1.37753,1.19294,1.13023,1.0068,0.92391,1.05526,1.03917,1.03733
1.38817,0.64622,0.52118,0.64969,0.49596,-0.14366,-0.13958,0.25567,0.62055,0.2979,-0.12179,0.04113,0.01389,0.0063,0.35841,0.30973,0.58406,1.33403,1.15003,1.1059,1.18419,1.18616,1.37524,1.32477,1.32369,1.42449,1.329,1.27572,1.21025,1.19284,1.20598,1.20966,1.10232,1.2693,1.28305,1.31825,1.33998,1.24827,1.33542,1.40658,1.48522,1.44685,1.26698,1.20672,1.08368,1.00345,1.12845,1.11123
-0.93925,0.49762,0.09499,0.10228,0.29586,0.22169,-0.36019,-0.34002,0.05914,0.46236,0.14614,-0.26215,-0.0979,-0.12764,-0.1272,0.22269,0.17438,0.45561,1.22123,1.03747,0.99358,1.08271,1.08698,1.28401,1.23533,1.23595,1.34067,1.24724,1.19368,1.12753,1.11306,1.12845,1.13257,1.02726,1.2006,1.21785,1.25562,1.2772,1.18582,1.27502,1.34851,1.42964,1.3902,1.20864,1.14672,1.02487,0.94237,1.07062
-0.80006,-1.10847,-0.20723,-0.39153,-0.3202,-0.0856,-0.09912,-0.62212,-0.56868,-0.16298,0.26103,-0.02641,-0.4143,-0.25075,-0.28078,-0.28414,0.05836,0.01574,0.29824,1.06834,0.8902,0.85466,0.96219,0.96717,1.17609,1.1291,1.13009,1.24363,1.14789,1.09246,1.0258,1.0103,1.02934,1.03505,0.92899,1.11307,1.13647,1.17839,1.20211,1.1034,1.19835,1.27702,1.35884,1.3193,1.12989,1.06504,0.94475,0.85897
1.93392,1.29418,0.86827,1.28882,0.92951,0.87829,0.95776,0.85192,0.33825,0.26779,0.55316,0.8377,0.56751,0.18876,0.32678,0.29105,0.27279,0.58288,0.53673,0.78309,1.48065,1.28381,1.25118,1.32591,1.32239,1.4978,1.44874,1.4514,1.55774,1.45989,1.40844,1.3382,1.31683,1.32317,1.3287,1.21754,1.37218,1.38323,1.41367,1.43339,1.34926,1.43328,1.50181,1.5747,1.53822,1.36134,1.30895,1.19113
-1.07662,0.80791,0.36546,0.08754,0.45718,0.2681,0.26491,0.38665,0.34781,-0.09659,-0.12903,0.17601,0.5044,0.23328,-0.11773,0.02925,-0.00778,-0.02094,0.28663,0.2434,0.49154,1.19675,1.02293,0.99838,1.09664,1.10114,1.28157,1.23515,1.23512,1.33757,1.24968,1.19623,1.13374,1.11702,1.12975,1.13807,1.02847,1.20185,1.22001,1.25787,1.28145,1.19296,1.28439,1.35641,1.43553,1.40129,1.21758,1.16294
0.28818,-0.57744,0.62299,0.28895,0.06467,0.37725,0.21487,0.21226,0.31371,0.27911,-0.11502,-0.15751,0.12634,0.46684,0.21125,-0.12486,0.02302,-0.01665,-0.02165,0.28456,0.24096,0.47872,1.19242,1.01301,0.9916,1.09952,1.1067,1.29232,1.24154,1.24353,1.34829,1.26032,1.20788,1.14627,1.1326,1.13648,1.14615,1.03422,1.21005,1.22732,1.26524,1.28967,1.20063,1.2942,1.36847,1.45074,1.41675,1.22957
2.24367,1.9518,1.37201,1.78554,1.61674,1.47941,1.68282,1.60129,1.5938,1.66887,1.55136,1.21084,1.13649,1.31182,1.41914,1.22927,0.92457,1.02836,1.00556,0.98977,1.22326,1.19015,1.3793,1.92554,1.74095,1.72638,1.7505,1.7331,1.85885,1.79736,1.80185,1.90354,1.83038,1.78998,1.74088,1.72875,1.69367,1.70879,1.58959,1.70769,1.70265,1.72356,1.74452,1.68938,1.76224,1.81753,1.88243,1.8581
-0.08759,2.01777,1.78851,1.21665,1.63279,1.44629,1.31583,1.50757,1.42141,1.4201,1.48771,1.39411,1.08238,1.01994,1.19005,1.30782,1.11504,0.83008,0.93084,0.90709,0.89337,1.11456,1.0814,1.25522,1.76526,1.60985,1.60078,1.64465,1.63277,1.75289,1.70106,1.70491,1.80082,1.73545,1.69604,1.65347,1.64688,1.61049,1.62756,1.51764,1.64496,1.64566,1.66666,1.68461,1.62776,1.70084,1.75802,1.81605
-0.10252,-0.21209,1.85544,1.67093,1.12669,1.58445,1.38427,1.25221,1.44831,1.3589,1.35609,1.42665,1.33835,1.0147,0.95516,1.12985,1.25654,1.06477,0.78147,0.88283,0.85743,0.84597,1.07152,1.03746,1.2081,1.72057,1.57036,1.56338,1.61793,1.60517,1.72222,1.67253,1.67632,1.77218,1.70854,1.66651,1.62267,1.61481,1.58517,1.6025,1.48972,1.6201,1.62069,1.63997,1.66022,1.60002,1.67257,1.72998
0.79689,0.30565,0.07234,1.88063,1.69939,1.17153,1.62786,1.42762,1.30109,1.49435,1.40859,1.40338,1.47091,1.38203,1.06327,1.0009,1.17441,1.29342,1.10617,0.82392,0.92235,0.89624,0.88446,1.10447,1.07033,1.2351,1.73944,1.59958,1.59744,1.65238,1.63893,1.75472,1.70358,1.70474,1.79882,1.73454,1.6912,1.64908,1.63896,1.60966,1.6305,1.51653,1.6449,1.64659,1.66494,1.68493,1.62258,1.69515
